Index,appnumber,encrypting,renaiming,rebuilding,Strings Global number,Unicode number ,URL Number ,Affectation number ,Balise number ,Special strings number ,Call number,Class number ,Other Type String Number ,Permission number ,Number of Dangerous permission ,Number of sginature permission ,Other Permission number ,Services number ,Providers number ,Android API ,Dex number ,SystemArgs ,Custom Argument,Average size of class ,Intern attribute ,Extern attribute,Weighted Method per class ,Reponse for class ,Number of child ,Argument Type number ,Receivers Numbers ,Type
1800,Adware_194,1,1,0,3509,0,20,57,2,2,4,94,0,8,4,0,4,0,0,0,0,0,0,216.3030303030303,0,0,16.77805178791615,33.5561035758323,-0.5881627620221949,341,,3
1801,SMS_4868,1,1,0,616,0,0,0,2,0,0,0,0,4,3,0,1,0,0,0,0,0,0,7.0,0,0,11.456869009584665,22.91373801916933,-0.8849840255591054,155,8,1
1802,SMS_1693,1,1,0,665,0,0,48,14,0,0,0,0,19,6,2,11,1,0,0,0,0,0,35.42857142857143,0,0,11.582089552238806,23.16417910447761,-0.9658848614072495,133,1,1
1803,SMS_3127,1,1,0,426,0,0,0,3,0,0,0,0,11,5,0,6,1,0,0,0,0,0,7.25,0,0,11.150375939849624,22.30075187969925,-0.8233082706766918,80,1,1
1804,SMS_3187,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,11.014128728414443,22.028257456828886,-0.8963893249607535,210,1,1
1805,Riskware_4253,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,21.739919354838708,43.479838709677416,-1.0,353,1,2
1806,Riskware_947,1,1,0,16627,1,3,254,8,1,16,30,0,4,2,0,2,0,0,0,0,0,0,33.75,0,0,21.142608695652175,42.28521739130435,-1.0,4963,1,2
1807,Riskware_1000,1,1,0,26772,1,97,1479,9,9,71,82,0,39,10,3,26,19,1,0,0,0,0,64.07317073170732,0,0,19.258164852255053,38.516329704510106,1.4105754276827371,6043,1,2
1808,SMS_2396,1,1,0,152,0,0,46,1,0,0,0,0,21,7,3,11,0,0,0,0,0,0,13.0,0,0,11.200426439232409,22.400852878464818,-0.9793887704335466,50,1,1
1809,Riskware_1139,1,1,0,18878,7,25,672,5,5,18,19,0,21,10,1,10,7,1,0,0,0,0,21.583333333333332,0,0,24.456349206349206,48.91269841269841,-1.0,3391,1,2
1810,SMS_43,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,33.75,0,0,16.733201581027668,33.466403162055336,-0.9762845849802372,210,8,1
1811,Riskware_3046,1,1,0,123,0,0,0,1,0,0,0,0,42,11,3,28,14,0,0,0,0,0,0.0,0,0,27.467248908296945,54.93449781659389,-1.0,112,1,2
1812,SMS_3386,1,1,0,90,0,0,0,1,0,0,0,0,21,7,3,11,0,0,0,0,0,0,98.0,0,0,10.296296296296296,20.59259259259259,-0.970131421744325,39,1,1
1813,SMS_140,1,1,0,826,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,16.64327485380117,33.28654970760234,-0.9902534113060428,199,1,1
1814,Riskware_2407,1,1,0,10124,1,54,933,6,7,53,42,0,35,12,2,21,8,0,0,0,0,0,9.071428571428571,0,0,21.138686131386862,42.277372262773724,-1.0,1724,1,2
1815,SMS_1855,1,1,0,495,0,1,0,3,0,0,0,0,10,6,0,4,1,0,0,0,0,0,85.14285714285714,0,0,11.738552437223042,23.477104874446084,-0.9025110782865583,107,1,1
1816,Adware_1067,1,1,0,6063,0,0,118,2,3,12,0,0,9,2,1,6,2,0,0,0,0,0,341.8235294117647,0,0,15.63766314481044,31.27532628962088,-0.40397762585456803,1002,,3
1817,SMS_984,1,1,0,382,0,0,0,2,0,0,0,0,4,2,0,2,0,0,0,0,0,0,10.0,0,0,10.891322662173547,21.782645324347094,-0.9823083403538332,62,8,1
1818,SMS_2980,1,1,0,776,0,0,15,3,0,0,0,0,4,3,0,1,1,0,0,0,0,0,138.25,0,0,11.797619047619047,23.595238095238095,-0.9484126984126984,125,1,1
1819,Riskware_874,1,1,0,11131,0,69,752,6,4,10,19,0,61,10,3,48,7,0,0,0,0,0,8.421052631578947,0,0,21.635922330097088,43.271844660194176,-1.0,2725,1,2
1820,SMS_1479,0,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,12.93093525179856,25.86187050359712,-0.943884892086331,210,1,1
1821,Riskware_2396,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,24.223776223776223,48.44755244755245,-1.0,353,1,2
1822,Adware_1000,1,1,0,5590,0,49,172,5,4,4,0,0,10,2,1,7,1,0,0,0,0,0,58.03448275862069,0,0,17.304768041237114,34.60953608247423,-0.6307989690721649,437,,3
1823,SMS_1070,1,1,0,2994,0,2,96,2,0,11,0,0,16,5,0,11,0,0,0,0,0,0,470.14285714285717,0,0,9.409556313993175,18.81911262798635,1.68259385665529,670,1,1
1824,Riskware_1643,1,1,0,3561,1,2,121,4,2,12,0,0,5,4,0,1,0,0,0,0,0,0,29.666666666666668,0,0,19.520508166969147,39.041016333938295,-1.0,520,1,2
1825,Riskware_3588,1,1,0,19840,1,4,302,33,1,19,30,0,4,2,0,2,0,0,0,0,0,0,11.421052631578947,0,0,19.988976377952756,39.97795275590551,-0.34488188976377954,5820,1,2
1826,Banking_2069,1,1,0,1903,0,6,42,27,0,3,0,0,11,6,0,5,1,0,0,0,0,0,121.5,0,0,17.63031161473088,35.26062322946176,-0.8367563739376771,452,1,4
1827,SMS_85,1,1,0,298,0,0,8,2,0,0,18,0,11,7,0,4,1,0,0,0,0,0,103.33333333333333,0,0,16.1734693877551,32.3469387755102,-1.0,47,6,1
1828,Riskware_3143,1,1,0,5048,0,9,148,2,0,12,0,0,17,7,0,10,0,0,0,0,0,0,169.94117647058823,0,0,20.85955786736021,41.71911573472042,-1.0,758,1,2
1829,SMS_3367,0,1,0,849,0,0,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,38.22222222222222,0,0,10.349033816425122,20.698067632850243,-0.9130434782608695,335,1,1
1830,Riskware_3967,1,1,0,108,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,266.0,0,0,26.14715719063545,52.2943143812709,-1.0,17,4,2
1831,Riskware_2448,1,1,0,209,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,4.0,0,0,23.24925816023739,46.49851632047478,-1.0,32,1,2
1832,Adware_237,1,1,0,10431,0,58,210,22,1,12,254,0,11,5,1,5,3,0,0,0,0,0,33.75757575757576,0,0,16.81706435285611,33.63412870571222,-0.09978308026030369,843,,3
1833,SMS_3084,1,1,0,595,0,0,0,2,0,0,0,0,5,4,0,1,0,0,0,0,0,0,97.0,0,0,11.69098712446352,23.38197424892704,-0.9399141630901288,119,1,1
1834,SMS_1243,1,1,0,654,0,0,2,3,0,0,0,0,17,7,2,8,1,0,0,0,0,0,38.125,0,0,10.293103448275861,20.586206896551722,-0.9937304075235109,121,1,1
1835,SMS_77,1,1,0,847,0,0,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,38.666666666666664,0,0,15.260454002389487,30.520908004778974,-0.984468339307049,203,6,1
1836,Ramsonware_87,1,1,0,344,0,0,1,2,0,0,4,0,7,3,0,4,0,0,0,0,0,0,80.71428571428571,0,0,17.779661016949152,35.559322033898304,-0.9849340866290018,44,1,6
1837,SMS_719,1,1,0,435,0,0,1,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,109.2,0,0,10.899887514060742,21.799775028121484,-0.9977502812148481,64,6,1
1838,Riskware_3232,1,1,0,10124,1,54,933,6,7,53,42,0,35,12,2,21,8,0,0,0,0,0,9.071428571428571,0,0,21.5475,43.095,-1.0,1724,1,2
1839,SMS_3973,1,1,0,626,0,2,13,3,0,0,0,0,13,8,0,5,2,0,0,0,0,0,74.42857142857143,0,0,11.575757575757576,23.151515151515152,-0.9196969696969697,87,8,1
1840,SMS_3877,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,11.186454183266932,22.372908366533864,-0.9362549800796812,210,8,1
1841,Riskware_2183,1,1,0,121,0,0,0,1,0,0,0,0,39,12,2,25,16,0,0,0,0,0,4.0,0,0,24.685416666666665,49.37083333333333,-1.0,170,1,2
1842,SMS_831,1,1,0,663,0,0,7,2,0,0,0,0,19,6,2,11,1,0,0,0,0,0,43.142857142857146,0,0,10.66136576239476,21.32273152478952,-0.9812909260991581,131,6,1
1843,Banking_1878,1,1,0,178,0,0,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,177.0,0,0,18.455298013245034,36.91059602649007,-0.9975165562913907,9,1,4
1844,Adware_912,1,1,0,2759,0,0,3,2,0,0,1,0,9,2,1,6,7,0,0,0,0,0,232.3170731707317,0,0,18.371478873239436,36.74295774647887,-0.784037558685446,722,,3
1845,SMS_781,1,1,0,765,0,0,213,2,0,0,0,0,13,6,1,6,1,0,0,0,0,0,11.692307692307692,0,0,10.876404494382022,21.752808988764045,-0.9673135852911133,342,6,1
1846,SMS_3304,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,45.714285714285715,0,0,10.57590966122961,21.15181932245922,-0.917189460476788,210,1,1
1847,SMS_3862,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,11.195843325339728,22.391686650679457,-0.9360511590727418,210,8,1
1848,SMS_3834,1,1,0,676,0,0,13,1,0,0,0,0,6,3,1,2,1,0,0,0,0,0,177.0,0,0,11.22257806244996,22.44515612489992,-0.967173738991193,82,8,1
1849,SMS_1971,1,1,0,573,0,2,0,1,0,0,17,0,9,4,0,5,2,0,0,0,0,0,76.33333333333333,0,0,11.43010752688172,22.86021505376344,-0.951015531660693,64,1,1
1850,Banking_1656,1,1,0,9769,0,66,164,2,0,13,0,0,3,2,0,1,0,0,0,0,0,0,134.74193548387098,0,0,18.955448201825014,37.91089640365003,-0.16747181964573268,1938,1,4
1851,Riskware_419,1,1,0,3561,1,2,121,4,2,12,0,0,5,4,0,1,0,0,0,0,0,0,31.714285714285715,0,0,22.57566302652106,45.15132605304212,-1.0,532,1,2
1852,SMS_371,1,1,0,3299,0,0,10,2,0,0,1,0,8,3,0,5,0,0,0,0,0,0,37.973684210526315,0,0,11.127173913043478,22.254347826086956,-0.8782608695652174,443,1,1
1853,SMS_1834,1,1,0,847,0,0,15,3,0,0,0,0,4,3,0,1,1,0,0,0,0,0,105.625,0,0,11.774774774774775,23.54954954954955,-0.9594594594594594,141,1,1
1854,Riskware_1788,1,1,0,123,0,0,0,1,0,0,0,0,42,12,2,28,17,1,0,0,0,0,4.0,0,0,20.16262482168331,40.32524964336662,-1.0,86,1,2
1855,Riskware_2677,1,1,0,14727,0,1,132,2,0,17,0,0,1,0,0,1,0,0,0,0,0,0,266.1333333333333,0,0,23.326836581709145,46.65367316341829,-1.0,3748,1,2
1856,SMS_1476,1,1,0,2514,0,35,48,2,0,0,0,0,8,3,0,5,0,0,0,0,0,0,23.88888888888889,0,0,13.013062409288825,26.02612481857765,-0.8780841799709724,345,1,1
1857,Riskware_3705,1,1,0,9421,0,1,38,2,1,3,16,0,186,24,6,156,4,51,0,0,0,0,11.901960784313726,0,0,24.39154929577465,48.7830985915493,-1.0,1508,1,2
1858,SMS_4312,1,1,0,849,0,0,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,32.22222222222222,0,0,11.095918367346938,22.191836734693876,-0.9081632653061225,226,8,1
1859,Riskware_2070,1,1,0,21633,0,129,485,6,3,19,1,0,23,8,3,12,1,0,0,0,0,0,208.0,0,0,20.2,40.4,-1.0,4972,1,2
1860,Riskware_3686,1,1,0,3542,1,2,121,4,2,12,0,0,3,2,0,1,0,0,0,0,0,0,28.75,0,0,22.388235294117646,44.77647058823529,-1.0,517,1,2
1861,Adware_118,1,1,0,4974,0,4,138,3,1,11,0,0,7,2,0,5,0,0,0,0,0,0,89.57142857142857,0,0,17.229885057471265,34.45977011494253,-0.6141215106732348,798,,3
1862,Riskware_321,1,1,0,3579,1,2,121,4,2,12,0,0,12,5,1,6,5,0,0,0,0,0,27.294117647058822,0,0,19.441752577319587,38.883505154639174,-0.9798969072164948,520,1,2
1863,Riskware_300,1,1,0,121,0,0,0,1,0,0,0,0,39,12,2,25,15,0,0,0,0,0,4.0,0,0,19.572105263157894,39.14421052631579,-0.9978947368421053,603,1,2
1864,SMS_2426,1,1,0,218,0,2,4,3,0,0,0,0,12,5,1,6,1,0,0,0,0,0,47.714285714285715,0,0,11.138830162085975,22.27766032417195,-0.9788583509513742,28,1,1
1865,Scareware_36,1,1,0,15121,0,34,473,10,6,26,41,0,20,5,1,14,2,0,0,0,0,0,19.78787878787879,0,0,23.506849315068493,47.013698630136986,-1.0,9682,1,5
1866,SMS_4462,1,1,0,592,0,0,1,2,0,1,23,0,7,3,0,4,1,0,0,0,0,0,58.4,0,0,10.56713780918728,21.13427561837456,-0.9726148409893993,98,8,1
1867,SMS_2891,1,1,0,597,0,0,0,2,0,0,0,0,5,4,0,1,0,0,0,0,0,0,97.0,0,0,11.975801572897762,23.951603145795524,-0.9758015728977616,120,1,1
1868,Riskware_3729,1,1,0,274,0,0,0,1,0,0,0,0,27,9,2,16,8,0,0,0,0,0,4.0,0,0,24.720116618075803,49.440233236151606,-1.0,59,1,2
1869,SMS_1442,0,1,0,769,0,0,1,2,0,0,0,0,10,5,1,4,0,0,0,0,0,0,40.5,0,0,12.681672025723472,25.363344051446944,-0.9372990353697749,195,1,1
1870,Riskware_480,1,1,0,15569,8,66,906,4,10,38,241,0,38,13,3,22,11,0,1,0,0,0,70.44117647058823,0,0,21.534246575342465,43.06849315068493,-1.0,4251,1,2
1871,Adware_263,1,1,0,6734,0,2,112,2,0,11,0,0,12,4,1,7,4,5,0,0,0,0,294.2068965517241,0,0,16.238366571699906,32.47673314339981,0.34472934472934474,1360,,3
1872,Banking_1108,1,1,0,5296,0,3,135,2,0,13,0,0,6,5,0,1,1,0,0,0,0,0,139.6875,0,0,18.370967741935484,36.74193548387097,0.1313364055299539,1152,1,4
1873,SMS_3640,1,1,0,536,0,3,0,1,0,0,0,0,9,4,0,5,2,0,0,0,0,0,94.33333333333333,0,0,10.617537313432836,21.23507462686567,-0.9430970149253731,63,1,1
1874,Adware_1310,1,1,0,5732,0,19,166,2,2,15,94,0,8,4,0,4,0,0,0,0,0,0,214.6216216216216,0,0,14.109473684210526,28.218947368421052,0.0968421052631579,721,,3
1875,Riskware_135,1,1,0,9422,0,1,38,2,1,3,16,0,186,24,6,156,4,51,0,0,0,0,13.24,0,0,19.624860022396415,39.24972004479283,-1.0,1508,1,2
1876,SMS_2665,1,1,0,382,0,0,0,2,0,0,0,0,4,2,0,2,0,0,0,0,0,0,10.0,0,0,11.723502304147466,23.447004608294932,-0.9842001316655694,62,1,1
1877,SMS_1420,1,1,0,851,0,0,252,2,0,0,0,0,21,8,2,11,0,0,0,0,0,0,10.25,0,0,12.462246777163903,24.924493554327807,-0.7513812154696132,434,1,1
1878,SMS_2543,1,1,0,581,0,0,0,2,0,0,0,0,5,4,0,1,0,0,0,0,0,0,97.0,0,0,11.075342465753424,22.15068493150685,-0.9726027397260274,120,1,1
1879,Adware_1312,1,1,0,2653,0,20,58,40,0,0,0,0,3,2,0,1,0,0,0,0,0,0,256.0869565217391,0,0,14.868686868686869,29.737373737373737,-0.07936507936507936,581,,3
1880,Riskware_1021,1,1,0,14727,0,1,132,2,0,17,0,0,1,0,0,1,0,0,0,0,0,0,266.3,0,0,20.29310344827586,40.58620689655172,0.3657635467980296,3750,1,2
1881,SMS_2824,1,1,0,654,0,0,2,3,0,0,0,0,17,7,2,8,1,0,0,0,0,0,31.375,0,0,11.98776758409786,23.97553516819572,-0.9431192660550459,121,1,1
1882,SMS_446,1,1,0,847,0,0,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,38.22222222222222,0,0,10.602666666666666,21.205333333333332,-0.9146666666666666,204,8,1
1883,SMS_3359,1,1,0,406,0,0,0,3,0,0,0,0,11,5,0,6,1,0,0,0,0,0,73.5,0,0,10.492140266021766,20.98428053204353,-0.9044740024183797,64,1,1
1884,Adware_921,1,1,0,7620,0,1,119,4,1,12,0,0,7,3,0,4,2,0,0,0,0,0,244.12121212121212,0,0,17.542745098039216,35.08549019607843,-0.9231372549019607,1177,,3
1885,Riskware_189,1,1,0,10124,1,54,933,6,7,53,42,0,35,12,2,21,8,0,0,0,0,0,8.733333333333333,0,0,19.522529644268776,39.04505928853755,-0.9367588932806324,1724,1,2
1886,Banking_1377,1,1,0,11501,0,1,181,8,0,16,0,0,13,7,0,6,5,0,0,0,0,0,226.97058823529412,0,0,19.250844594594593,38.501689189189186,0.9197635135135135,2868,1,4
1887,Riskware_2702,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,24.371859296482413,48.743718592964825,-1.0,353,1,2
1888,SMS_4581,1,1,0,573,0,2,0,1,0,0,0,0,9,4,0,5,2,0,0,0,0,0,94.33333333333333,0,0,10.888018794048552,21.776037588097104,-0.9624119028974158,64,8,1
1889,SMS_1605,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,43.0,0,0,11.393822393822393,22.787644787644787,-0.8571428571428571,210,1,1
1890,Riskware_446,1,1,0,19840,1,4,302,33,1,19,30,0,4,2,0,2,0,0,0,0,0,0,10.31578947368421,0,0,22.742705570291776,45.48541114058355,-1.0,5820,1,2
1891,SMS_2942,1,1,0,382,0,0,0,2,0,0,0,0,4,2,0,2,0,0,0,0,0,0,10.0,0,0,12.75438596491228,25.50877192982456,-0.9912280701754386,62,1,1
1892,Banking_1025,1,1,0,7628,0,2,133,3,0,13,0,0,6,5,0,1,1,0,0,0,0,0,174.9189189189189,0,0,22.753164556962027,45.50632911392405,-1.0,3651,1,4
1893,Adware_1349,1,1,0,3238,0,26,56,3,1,0,0,0,11,7,0,4,1,1,0,0,0,0,126.8125,0,0,15.521238938053097,31.042477876106194,-0.10442477876106195,687,,3
1894,Riskware_2008,1,1,0,121,0,0,0,1,0,0,0,0,39,12,2,25,16,0,0,0,0,0,136.0,0,0,28.97163120567376,57.94326241134752,-1.0,170,1,2
1895,SMS_3397,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,10.26603325415677,20.53206650831354,-0.9097387173396675,210,1,1
1896,SMS_3117,1,1,0,592,0,0,1,2,0,1,23,0,7,3,0,4,1,0,0,0,0,0,58.4,0,0,11.280230326295586,22.56046065259117,-0.9232245681381958,98,1,1
1897,SMS_4388,1,1,0,433,0,3,2,4,0,0,0,0,12,6,1,5,0,0,0,0,0,0,0.0,0,0,10.893536121673003,21.787072243346007,-0.9762357414448669,48,8,1
1898,Riskware_1305,1,1,0,10124,1,54,933,6,7,53,42,0,35,12,2,21,8,0,0,0,0,0,8.733333333333333,0,0,20.066583696328564,40.13316739265713,-1.0,1724,1,2
1899,Riskware_2620,1,1,0,35800,7,24,499,18,10,34,625,0,14,6,0,8,3,0,12,0,0,0,36.17857142857143,0,0,25.058252427184467,50.116504854368934,-1.0,9189,1,2
1900,Riskware_2975,1,1,0,10124,1,54,933,6,7,53,42,0,35,12,2,21,8,0,0,0,0,0,8.953488372093023,0,0,26.02857142857143,52.05714285714286,-1.0,1724,1,2
1901,SMS_4930,1,1,0,1341,0,1,11,2,0,0,0,0,15,7,1,7,3,0,0,0,0,0,11.375,0,0,11.635826771653543,23.271653543307085,-0.9153543307086615,281,6,1
1902,Riskware_4078,1,1,0,5328,0,37,238,31,1,29,2,0,27,8,2,17,5,0,0,0,0,0,35.743589743589745,0,0,22.67699115044248,45.35398230088496,-1.0,429,1,2
1903,SMS_333,1,1,0,4177,0,0,109,2,0,12,0,0,1,1,0,0,0,0,0,0,0,0,180.25806451612902,0,0,11.305522914218566,22.61104582843713,-0.8907168037602821,613,1,1
1904,Banking_2201,1,1,0,4556,0,4,117,2,0,11,0,0,6,3,1,2,0,0,0,0,0,0,132.03125,0,0,19.569060773480665,39.13812154696133,-0.9005524861878453,858,1,4
1905,SMS_3139,1,1,0,4200,0,0,110,2,0,12,0,0,5,3,0,2,0,0,0,0,0,0,181.5,0,0,11.043557168784028,22.087114337568057,-0.7858439201451906,656,1,1
1906,Adware_357,1,1,0,17242,0,22,202,6,3,19,0,0,7,2,0,5,0,0,0,0,0,0,105.22857142857143,0,0,16.36984039625757,32.73968079251514,1.0764997248211337,2851,,3
1907,Riskware_4054,1,1,0,19,0,0,0,2,0,0,0,0,24,5,1,18,0,0,0,0,0,0,120.0,0,0,46.17741935483871,92.35483870967742,-1.0,702,4,2
1908,Riskware_2564,1,1,0,4954,0,15,144,2,3,38,47,0,21,7,1,13,4,0,0,0,0,0,17.892857142857142,0,0,23.692307692307693,47.38461538461539,-1.0,950,1,2
1909,Riskware_3656,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,24.6463768115942,49.2927536231884,-1.0,353,1,2
1910,Riskware_2019,1,1,0,19837,1,4,302,33,1,19,30,0,10,5,1,4,0,0,0,0,0,0,11.45,0,0,24.27154046997389,48.54308093994778,-1.0,5818,1,2
1911,Riskware_2298,1,1,0,121,0,0,0,1,0,0,0,0,39,12,2,25,15,0,0,0,0,0,4.0,0,0,24.26027397260274,48.52054794520548,-1.0,603,1,2
1912,Riskware_1895,1,1,0,224,0,0,0,2,0,0,0,0,22,14,1,7,1,0,0,0,0,0,68.33333333333333,0,0,19.40912667191188,38.81825334382376,-1.0,9,1,2
1913,Banking_1537,1,1,0,38301,7,83,779,16,9,51,153,0,18,6,2,10,5,0,0,0,0,0,67.06666666666666,0,0,19.120918984280532,38.241837968561065,6.672309552599758,10048,1,4
1914,SMS_1209,1,1,0,776,0,0,15,3,0,0,0,0,4,3,0,1,1,0,0,0,0,0,111.25,0,0,10.296178343949045,20.59235668789809,-0.9219745222929936,125,1,1
1915,SMS_3651,1,1,0,851,0,0,252,2,0,0,0,0,21,8,2,11,0,0,0,0,0,0,10.25,0,0,11.092153284671532,22.184306569343065,-0.7545620437956204,434,1,1
1916,Scareware_53,1,1,0,50109,9,114,824,14,18,98,16,0,40,5,3,32,13,1,0,0,0,0,14.928571428571429,0,0,23.31023622047244,46.62047244094488,-0.9354330708661417,17420,1,5
1917,SMS_4823,1,1,0,847,0,0,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,42.0,0,0,11.493087557603687,22.986175115207374,-0.847926267281106,204,8,1
1918,SMS_2205,1,1,0,573,0,2,0,1,0,0,17,0,9,4,0,5,2,0,0,0,0,0,94.33333333333333,0,0,11.716681376875552,23.433362753751105,-0.9435127978817299,64,1,1
1919,Adware_149,1,1,0,5836,0,0,156,2,0,14,0,0,7,2,1,4,1,0,0,0,0,0,341.79411764705884,0,0,18.16618911174785,36.3323782234957,0.5730659025787965,796,,3
1920,Banking_1199,1,1,0,494,0,0,6,1,0,0,0,0,32,6,3,23,1,0,0,0,0,0,10.5,0,0,20.178062678062677,40.356125356125354,-0.9957264957264957,40,1,4
1921,Riskware_3563,1,1,0,19851,0,14,284,6,4,17,0,0,28,10,3,15,4,0,0,0,0,0,11.875,0,0,17.352941176470587,34.705882352941174,-1.0,3349,1,2
1922,Riskware_1473,1,1,0,108,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,266.0,0,0,19.917699115044247,39.835398230088494,-1.0,17,1,2
1923,Scareware_45,1,1,0,50109,9,114,824,14,18,98,16,0,40,5,3,32,13,1,0,0,0,0,14.928571428571429,0,0,23.051643192488264,46.10328638497653,-0.8075117370892019,17420,1,5
1924,Banking_485,1,1,0,10479,0,5,124,3,0,13,0,0,2,0,0,2,1,0,0,0,0,0,279.2413793103448,0,0,17.1626195732156,34.3252391464312,0.18690213392200147,1843,1,4
1925,Riskware_2344,1,1,0,16627,1,3,254,8,1,16,30,0,4,2,0,2,0,0,0,0,0,0,35.63636363636363,0,0,21.584146341463416,43.16829268292683,-0.7621951219512195,4963,1,2
1926,SMS_2920,1,1,0,797,0,0,1,2,0,0,0,0,10,5,1,4,0,0,0,0,0,0,33.75,0,0,10.75609756097561,21.51219512195122,-1.0,185,1,1
1927,Riskware_1907,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,19.286156225831398,38.572312451662796,-1.0,353,1,2
1928,Riskware_2573,1,1,0,9663,1,3,209,7,1,15,30,0,4,2,0,2,0,0,0,0,0,0,43.6,0,0,26.308641975308642,52.617283950617285,-1.0,2778,1,2
1929,Riskware_3853,1,1,0,224,0,0,0,2,0,0,0,0,22,14,1,7,1,0,0,0,0,0,63.0,0,0,23.848684210526315,47.69736842105263,-1.0,9,1,2
1930,SMS_4743,1,1,0,1386,0,2,13,2,0,0,0,0,15,7,1,7,3,0,0,0,0,0,33.63636363636363,0,0,11.38048780487805,22.7609756097561,-0.9219512195121952,272,8,1
1931,SMS_1982,1,1,0,1383,0,1,11,2,0,0,0,0,15,7,1,7,3,0,0,0,0,0,36.55555555555556,0,0,11.407142857142857,22.814285714285713,-0.9119047619047619,267,1,1
1932,SMS_2985,1,1,0,788,0,0,0,2,0,0,0,0,10,5,1,4,0,0,0,0,0,0,45.142857142857146,0,0,12.418685121107266,24.837370242214533,-0.903114186851211,191,1,1
1933,SMS_1740,1,1,0,560,0,0,4,3,0,0,0,0,4,3,0,1,0,0,0,0,0,0,61.4,0,0,11.483870967741936,22.967741935483872,-0.9886148007590133,82,1,1
1934,Banking_484,1,1,0,11148,0,0,171,3,0,17,0,0,13,7,0,6,2,0,0,0,0,0,239.09677419354838,0,0,17.03994082840237,34.07988165680474,0.878698224852071,2795,1,4
1935,Adware_707,1,1,0,2047,0,22,27,3,2,0,0,0,7,2,0,5,0,0,0,0,0,0,64.4090909090909,0,0,16.773982923154193,33.54796584630839,-0.8583626318432949,236,,3
1936,SMS_1797,1,1,0,593,0,0,0,2,0,0,0,0,5,4,0,1,0,0,0,0,0,0,143.0,0,0,11.907668231611893,23.815336463223787,-0.9843505477308294,119,1,1
1937,Riskware_3206,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,25.125,50.25,-1.0,353,1,2
1938,SMS_1124,1,1,0,842,0,2,4,2,0,0,0,0,9,5,0,4,1,0,0,0,0,0,40.5,0,0,10.5,21.0,-0.9088888888888889,210,1,1
1939,Adware_724,1,1,0,2202,0,29,35,2,1,6,27,0,8,3,0,5,0,0,0,0,0,0,231.04761904761904,0,0,17.17283163265306,34.34566326530612,-0.8807397959183674,244,,3
1940,Riskware_4172,1,1,0,17204,0,5,298,3,1,13,0,0,20,4,3,13,2,0,0,0,0,0,82.32142857142857,0,0,24.04859813084112,48.09719626168224,-1.0,2933,1,2
1941,Banking_1467,1,1,0,4504,0,4,117,2,0,11,0,0,6,3,1,2,0,0,0,0,0,0,132.03125,0,0,19.66782487838777,39.33564975677554,-0.5406532314107019,834,1,4
1942,SMS_294,1,1,0,4786,0,3,65,4,1,18,0,0,30,6,4,20,0,0,0,0,0,0,8.527777777777779,0,0,11.37135922330097,22.74271844660194,-0.7730582524271845,1142,1,1
1943,SMS_1828,1,1,0,776,0,0,15,3,0,0,0,0,4,3,0,1,1,0,0,0,0,0,138.25,0,0,11.811178247734139,23.622356495468278,-0.9561933534743202,125,1,1
1944,Riskware_3462,1,1,0,121,0,0,0,1,0,0,0,0,42,13,2,27,16,0,0,0,0,0,4.0,0,0,19.218818380743983,38.437636761487965,-0.9649890590809628,353,1,2
